Name,Resource type,Project Id,Display name,Create time,Update time,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS keys,Direct tags,Description,Location,Labels,Network tags,Additional attributes
"//iam.googleapis.com/projects/codelab-creator-central/serviceAccounts/613277512539-compute@developer.gserviceaccount.com","iam.ServiceAccount","codelab-creator-central","Compute Engine default service account","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","{email:613277512539-compute@developer.gserviceaccount.com,uniqueId:105777219071017438997}"
"//secretmanager.googleapis.com/projects/613277512539/secrets/alloydb_password/versions/1","secretmanager.SecretVersion","codelab-creator-central","projects/613277512539/secrets/alloydb_password/versions/1","2026-03-31T04:24:32Z","null","ENABLED","[]","organizations/694807832529","secretmanager.googleapis.com/Secret","//secretmanager.googleapis.com/projects/613277512539/secrets/alloydb_password","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/alloydb_password","secretmanager.Secret","codelab-creator-central","projects/613277512539/secrets/alloydb_password","2026-03-31T04:24:26Z","null","","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/folder_name/versions/1","secretmanager.SecretVersion","codelab-creator-central","projects/613277512539/secrets/folder_name/versions/1","2026-03-31T03:46:18Z","null","ENABLED","[]","organizations/694807832529","secretmanager.googleapis.com/Secret","//secretmanager.googleapis.com/projects/613277512539/secrets/folder_name","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/folder_name","secretmanager.Secret","codelab-creator-central","projects/613277512539/secrets/folder_name","2026-03-31T03:46:15Z","null","","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/folder_id/versions/1","secretmanager.SecretVersion","codelab-creator-central","projects/613277512539/secrets/folder_id/versions/1","2026-03-31T03:46:14Z","null","ENABLED","[]","organizations/694807832529","secretmanager.googleapis.com/Secret","//secretmanager.googleapis.com/projects/613277512539/secrets/folder_id","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/folder_id","secretmanager.Secret","codelab-creator-central","projects/613277512539/secrets/folder_id","2026-03-31T03:46:12Z","null","","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/billing_account/versions/1","secretmanager.SecretVersion","codelab-creator-central","projects/613277512539/secrets/billing_account/versions/1","2026-03-31T03:46:11Z","null","ENABLED","[]","organizations/694807832529","secretmanager.googleapis.com/Secret","//secretmanager.googleapis.com/projects/613277512539/secrets/billing_account","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/billing_account","secretmanager.Secret","codelab-creator-central","projects/613277512539/secrets/billing_account","2026-03-31T03:46:09Z","null","","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/org_id/versions/1","secretmanager.SecretVersion","codelab-creator-central","projects/613277512539/secrets/org_id/versions/1","2026-03-31T03:46:08Z","null","ENABLED","[]","organizations/694807832529","secretmanager.googleapis.com/Secret","//secretmanager.googleapis.com/projects/613277512539/secrets/org_id","[]","[]","","global","{}","[]","null"
"//secretmanager.googleapis.com/projects/613277512539/secrets/org_id","secretmanager.Secret","codelab-creator-central","projects/613277512539/secrets/org_id","2026-03-31T03:46:05Z","null","","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//cloudbilling.googleapis.com/projects/codelab-creator-central/billingInfo","cloudbilling.ProjectBillingInfo","codelab-creator-central","projects/codelab-creator-central/billingInfo","null","null","ACTIVE","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","cloudresourcemanager.Project","codelab-creator-central","codelab-creator-central","2026-03-31T03:40:15Z","null","ACTIVE","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Organization","//cloudresourcemanager.googleapis.com/organizations/694807832529","[]","[]","","global","{}","[]","{projectId:codelab-creator-central}"
"//serviceusage.googleapis.com/projects/613277512539/services/cloudapiregistry.googleapis.com","serviceusage.Service","codelab-creator-central","cloudapiregistry.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/oslogin.googleapis.com","serviceusage.Service","codelab-creator-central","oslogin.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/networksecurity.googleapis.com","serviceusage.Service","codelab-creator-central","networksecurity.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/apptopology.googleapis.com","serviceusage.Service","codelab-creator-central","apptopology.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/datastore.googleapis.com","serviceusage.Service","codelab-creator-central","datastore.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/dataplex.googleapis.com","serviceusage.Service","codelab-creator-central","dataplex.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/apphub.googleapis.com","serviceusage.Service","codelab-creator-central","apphub.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/observability.googleapis.com","serviceusage.Service","codelab-creator-central","observability.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/storage-component.googleapis.com","serviceusage.Service","codelab-creator-central","storage-component.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/firestore.googleapis.com","serviceusage.Service","codelab-creator-central","firestore.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/modelarmor.googleapis.com","serviceusage.Service","codelab-creator-central","modelarmor.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/secretmanager.googleapis.com","serviceusage.Service","codelab-creator-central","secretmanager.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//logging.googleapis.com/projects/613277512539/locations/global/buckets/_Required","logging.LogBucket","codelab-creator-central","_Required","null","null","ACTIVE","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","Audit bucket","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/serviceusage.googleapis.com","serviceusage.Service","codelab-creator-central","serviceusage.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/networkservices.googleapis.com","serviceusage.Service","codelab-creator-central","networkservices.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/edgecache.googleapis.com","serviceusage.Service","codelab-creator-central","edgecache.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/cloudtrace.googleapis.com","serviceusage.Service","codelab-creator-central","cloudtrace.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/iamcredentials.googleapis.com","serviceusage.Service","codelab-creator-central","iamcredentials.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
"//serviceusage.googleapis.com/projects/613277512539/services/notebooks.googleapis.com","serviceusage.Service","codelab-creator-central","notebooks.googleapis.com","null","null","ENABLED","[]","organizations/694807832529","cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/codelab-creator-central","[]","[]","","global","{}","[]","null"
